candidate,memory_mb,phase,query_id,embed_ms,search_ms,total_ms,hits
qdrant,2048,warm,ruin-bars,76.0,23.6,99.6,"[""osm:node/3283497736"", ""wv:en:Budapest/Erzsébetváros#section:drink:c1"", ""osm:node/3134154429"", ""wv:en:Budapest/Belváros#section:drink:c1"", ""tour:budapest:go-zeppelin-jewish-quarter"", ""wv:en:Budapest/South Buda#drink:avar-pub"", ""osm:node/9084818345"", ""osm:node/2188749318"", ""wv:en:Budapest/East Pest#drink:kispipa-pub"", ""wv:en:Budapest/Aquincum#drink:miamor-romaim""]"
qdrant,2048,warm,parliament,83.5,22.7,106.2,"[""wv:en:Budapest/Belváros#see:parliament"", ""wv:en:Budapest/Belváros#section:see/the-parliament:c1"", ""wv:en:Budapest/Józsefváros#see:former-house-of-parliament"", ""wv:en:Budapest/Belváros#see:ethnographic-museum"", ""wv:es:Budapest#section:ver:c1"", ""wv:en:Budapest/Hegyvidék#do:budapest-congress-center"", ""wv:en:Budapest#section:see:c3"", ""wv:en:Budapest/Józsefváros#see:national-museum"", ""wp:en:1438363#s0-c1"", ""wv:en:Budapest#section:see:c5""]"
qdrant,2048,warm,free-walking-tour,72.8,22.1,94.9,"[""tour:budapest:by-locals-pest-english"", ""tour:budapest:go-zeppelin-best-of-budapest"", ""tour:budapest:trip-to-budapest-pest"", ""tour:budapest:luna-pest-downtown"", ""tour:budapest:trip-to-budapest-art-nouveau"", ""tour:budapest:go-zeppelin-buda-castle"", ""tour:budapest:by-locals-pest-spanish"", ""wv:en:Budapest#section:do:c1"", ""tour:budapest:trip-to-budapest-buda-castle"", ""tour:budapest:trip-to-budapest-jewish-district""]"
qdrant,2048,warm,free-tour-es,77.4,21.9,99.3,"[""tour:budapest:by-locals-pest-spanish"", ""tour:budapest:trip-to-budapest-pest"", ""tour:budapest:by-locals-pest-english"", ""tour:budapest:go-zeppelin-best-of-budapest"", ""tour:budapest:luna-pest-downtown"", ""tour:budapest:trip-to-budapest-buda-castle"", ""wv:en:Budapest#section:do:c1"", ""tour:budapest:trip-to-budapest-art-nouveau"", ""tour:budapest:trip-to-budapest-jewish-district"", ""tour:budapest:go-zeppelin-buda-castle""]"
qdrant,2048,warm,jewish-quarter-tour,78.4,22.5,100.9,"[""tour:budapest:go-zeppelin-jewish-quarter"", ""tour:budapest:trip-to-budapest-jewish-district"", ""wv:en:Budapest/Erzsébetváros#section:understand/jewish-quarter:c1"", ""wp:en:7706391#s9-c1"", ""wp:en:35457863#s0-c1"", ""wv:en:Budapest/Budavár#see:medieval-jewish-prayer-house"", ""wp:en:7706391#s7-c1"", ""tour:budapest:trip-to-budapest-communism"", ""wp:en:39684758#s0-c1"", ""tour:budapest:go-zeppelin-buda-castle""]"
qdrant,2048,warm,danube-cruise,74.4,18.1,92.5,"[""wv:en:Budapest/Belváros#do:cruising-and-eating"", ""wv:en:Budapest/South Buda#section:drink/clubs-bars:c1"", ""wv:en:Budapest/Belváros#do:boat-trip-to-margaret-island"", ""wv:en:Budapest/Belváros#see:danube-promenade"", ""wp:en:9033099#s0-c1"", ""wv:en:Budapest/Belváros#see:kossuth-museumship"", ""wv:en:Budapest#section:eat/restaurants:c2"", ""wv:en:Budapest#do:hungaria-koncert"", ""wv:en:Budapest/Belváros#drink:wine-tasting-on-boat"", ""wv:en:Budapest#do:firework-above-danube-river""]"
qdrant,2048,warm,cave-tour,72.8,23.5,96.3,"[""wv:en:Budapest/North Buda#do:szemlo-hill-cave"", ""wv:en:Budapest/North Buda#do:palvolgy-cave"", ""osm:node/3302791818"", ""wv:en:Budapest/North Buda#do:molnar-janos-cave"", ""wv:en:Budapest/North Buda#do:matyas-hegyi-cave"", ""wv:en:Budapest/Hegyvidék#do:buda-protected-landscape-area"", ""tour:budapest:trip-to-budapest-buda-castle"", ""wv:en:Budapest/Óbuda#see:tabor-hegyi-cave"", ""wp:en:2994351#s72-c1"", ""wv:en:Budapest#section:do/caving:c1""]"
qdrant,2048,warm,bike-tour,71.8,27.2,99.0,"[""tour:budapest:by-locals-pest-english"", ""tour:budapest:go-zeppelin-best-of-budapest"", ""tour:budapest:luna-pest-downtown"", ""tour:budapest:trip-to-budapest-pest"", ""tour:budapest:by-locals-pest-spanish"", ""tour:budapest:go-zeppelin-buda-castle"", ""tour:budapest:trip-to-budapest-jewish-district"", ""tour:budapest:trip-to-budapest-buda-castle"", ""wv:en:Budapest#section:do:c1"", ""wv:en:Budapest#transport:yellow-zebra-bike""]"
qdrant,2048,warm,fishermans-bastion,72.3,20.0,92.3,"[""wp:en:3733065#s7-c1"", ""wp:en:3733065#s6-c1"", ""wp:en:3733065#s4-c1"", ""wp:en:3733065#s3-c2"", ""wv:en:Budapest/Budavár#see:fisherman-s-bastion"", ""wp:en:3733065#s3-c1"", ""wp:en:3733065#s1-c1"", ""wp:en:3733065#s9-c1"", ""wp:en:3733065#s0-c1"", ""wp:en:3733065#s14-c1""]"
qdrant,2048,warm,market-hall,74.4,23.5,97.9,"[""wv:en:Budapest/Ferencváros#do:great-market-hall"", ""wp:en:6155085#s1-c2"", ""wp:en:6155085#s0-c1"", ""wp:en:6155085#s1-c1"", ""wv:en:Budapest/Belváros#do:market-hall"", ""wv:en:Budapest/Ferencváros#see:grand-market-area"", ""wv:en:Budapest/Angyalföld#do:lehel-market-hall"", ""wv:en:Budapest/Józsefváros#do:rakoczi-square-market-hall"", ""wp:en:63518001#s0-c1"", ""wv:en:Budapest/Víziváros#do:batthyany-square-market-hall""]"
qdrant,2048,warm,opera,75.9,17.2,93.0,"[""wv:en:Budapest/Terézváros#do:state-opera-or-hungarian-state-opera-house"", ""wv:en:Budapest/Terézváros#see:state-opera-house"", ""wp:en:1438363#s0-c1"", ""wp:en:1438363#s2-c1"", ""wp:en:1438363#s3-c1"", ""wp:en:1438363#s1-c1"", ""wp:en:1438363#s4-c1"", ""wv:en:Budapest/Terézváros#do:budapest-operetta-theatre"", ""wv:en:Budapest/Angyalföld#do:open-air-theatre"", ""wv:en:Budapest/South Pest#do:sari-fedak-theatre""]"
qdrant,2048,warm,memento-park,75.1,22.4,97.6,"[""wv:en:Budapest/South Buda#see:memento-park"", ""tour:budapest:trip-to-budapest-communism"", ""wv:en:Budapest/Aquincum#see:graphisoft-park"", ""wv:en:Budapest/Kőbánya#do:tchaikovsky-park"", ""osm:way/83186847"", ""wp:en:8362709#s1-c1"", ""osm:way/469218807"", ""wv:en:Budapest/Belváros#do:park-of-szechenyi-istvan-ter"", ""osm:way/365216106"", ""wv:en:Budapest/North Buda#see:millenaris-park""]"
qdrant,2048,warm,hospital-rock,75.3,21.7,97.1,"[""wp:en:75078576#s0-c1"", ""wp:en:44810974#s0-c1"", ""wv:en:Budapest/Budavár#see:hospital-in-the-rock-nuclear-bunker-museum"", ""wv:en:Budapest/Belváros#see:f4-object"", ""wp:en:44810974#s6-c1"", ""wv:en:Budapest/South Buda#see:cave-house-museum"", ""wv:en:Budapest/Kőbánya#see:central-museum-of-disaster-management"", ""wp:en:44810974#s3-c1"", ""wp:en:75078576#s1-c1"", ""wp:en:2994351#s21-c1""]"
qdrant,2048,warm,shoes-memorial,74.7,24.3,99.0,"[""wp:en:9052076#s0-c1"", ""wp:en:9052076#s1-c1"", ""wv:en:Budapest/Belváros#see:shoes-on-the-danube-memorial"", ""wp:en:9052076#s3-c1"", ""wp:en:7706391#s10-c1"", ""wp:en:9052076#s4-c1"", ""wv:en:Budapest/Ferencváros#see:holocaust-memorial-center"", ""wp:en:39684758#s0-c1"", ""osm:node/13390812109"", ""osm:node/12296868961""]"
qdrant,2048,warm,heroes-square,75.5,20.6,96.1,"[""osm:relation/7108327"", ""osm:relation/6411893"", ""wp:en:2254072#s0-c1"", ""wv:en:Budapest#section:see:c4"", ""wv:en:Budapest/Terézváros#section:understand:c1"", ""wv:en:Budapest/Budavár#see:homeland-defence-headquarter"", ""wv:en:Budapest/Víziváros#section:see/vizivaros/around-adam-clark-square-clark-adam-ter:c1"", ""wv:en:Budapest/Budavár#see:castle-chapel"", ""wv:en:Budapest/Víziváros#see:castle-garden-kiosk-ybl-buda-creative-house"", ""wv:en:Budapest#section:see:c2""]"
qdrant,2048,warm,aquincum,71.4,22.8,94.2,"[""wv:en:Budapest/Óbuda#see:thermae-maiores"", ""wv:en:Budapest/Óbuda#see:hercules-villa"", ""wv:en:Budapest/Óbuda#see:cella-trichora"", ""wv:en:Budapest/Aquincum#see:aquincum-museum-and-archaeological-park"", ""wp:en:78012312#s0-c1"", ""wv:en:Budapest/Józsefváros#see:museum-of-funeral"", ""wv:en:Budapest/Óbuda#see:porta-principalis-dextra"", ""wv:en:Budapest/Budavár#see:castle-museum"", ""wv:en:Budapest/Óbuda#see:aquincum-military-amphitheatre"", ""osm:node/3884465506""]"
qdrant,2048,warm,airport-to-centre,72.4,18.9,91.3,"[""wv:en:Budapest#section:get-in/by-plane:c2"", ""wv:es:Budapest#section:llegar/en-avion:c3"", ""wv:es:Budapest#section:llegar/en-avion:c4"", ""wv:en:Budapest#section:get-in/by-plane:c1"", ""wv:en:Budapest#section:get-around/public-transport:c2"", ""wv:en:Budapest/Hegyvidék#section:get-in/other-transport-modes:c1"", ""wv:es:Budapest#section:llegar/en-avion:c1"", ""wv:es:Budapest#section:llegar/transporte-publico:c2"", ""wp:en:56138927#s17-c1"", ""wv:en:Budapest/Hegyvidék#section:get-in:c1""]"
qdrant,2048,warm,airport-es,78.1,26.2,104.3,"[""wv:es:Budapest#section:llegar/en-avion:c3"", ""wv:es:Budapest#section:llegar/en-avion:c4"", ""wv:es:Budapest#section:llegar/en-avion:c1"", ""wv:en:Budapest#section:get-in/by-plane:c2"", ""wv:es:Budapest#section:llegar/transporte-publico:c2"", ""wv:es:Budapest#section:llegar/en-bus:c1"", ""wv:en:Budapest#section:get-around/public-transport:c2"", ""wv:es:Budapest#section:llegar/transporte-publico/otro:c1"", ""wv:en:Budapest#section:get-in/by-plane:c1"", ""wv:es:Budapest#section:llegar/en-avion:c2""]"
qdrant,2048,warm,public-transport,72.6,22.6,95.1,"[""wv:en:Budapest#section:get-around/public-transport/tickets-and-passes:c1"", ""wv:en:Budapest#section:get-around/public-transport/tickets-and-passes:c2"", ""wv:es:Budapest#section:llegar/transporte-publico/entradas-y-pases:c2"", ""wv:en:Budapest#transport:tram-60-cogwheel-railway"", ""wv:es:Budapest#section:llegar/transporte-publico/entradas-y-pases:c1"", ""wv:es:Budapest#section:llegar/transporte-publico/metro:c1"", ""wp:en:31148640#s6-c1"", ""wv:en:Budapest#section:get-around/public-transport/tram:c1"", ""wv:en:Budapest#section:get-around/public-transport/metro:c1"", ""wv:es:Budapest#section:seguridad/trampas-para-turistas:c1""]"
qdrant,2048,warm,funicular,77.2,22.0,99.2,"[""wv:en:Budapest/Budavár#section:get-in/by-funicular:c1"", ""wv:es:Budapest#transport:funicular-del-castillo-buda"", ""wv:en:Budapest#transport:buda-castle-funicular"", ""wv:en:Budapest/Budavár#section:get-in:c1"", ""tour:budapest:luna-buda-castle"", ""wp:en:2994351#s40-c1"", ""wv:en:Budapest/Hegyvidék#section:get-in/buses:c1"", ""wv:en:Budapest/Víziváros#see:buda-castle-tunnel"", ""wp:en:2994351#s53-c1"", ""tour:budapest:go-zeppelin-buda-castle""]"
qdrant,2048,warm,escape-room,70.4,19.2,89.5,"[""wv:en:Budapest/Erzsébetváros#do:play-escape-room"", ""wv:en:Budapest/Városliget#do:prizone-escape"", ""wv:en:Budapest/Zugló#do:parahotel"", ""wv:en:Budapest/Kőbánya#do:pirate-cave"", ""wv:en:Budapest/Csepel#do:trap-factory"", ""wv:en:Budapest/Kőbánya#do:rage-room-budapest"", ""wp:en:2994351#s34-c1"", ""wv:en:Budapest/Óbuda#do:brainmaze"", ""wp:en:2994351#s65-c1"", ""wp:en:2994351#s32-c1""]"
qdrant,2048,warm,vegan,75.8,21.4,97.1,"[""wv:en:Budapest#section:eat/vegetarian-vegan:c1"", ""wv:es:Budapest#section:comer/vegetariano-vegano:c1"", ""wv:en:Budapest/Víziváros#eat:edeni-vegan"", ""osm:node/4585086090"", ""osm:node/5770690057"", ""wv:en:Budapest/Víziváros#eat:edeni-vegan-restaurant"", ""wv:en:Budapest/Belváros#eat:govinda-restaurants"", ""wv:en:Budapest/Aquincum#eat:govinda-csillaghegy"", ""osm:node/5528143821"", ""osm:node/1918883383""]"
qdrant,2048,warm,new-york-cafe,76.9,20.2,97.1,"[""wv:en:Budapest#section:eat/coffee-houses:c1"", ""wv:en:Budapest/Terézváros#eat:sugarshop"", ""osm:node/5474855522"", ""wv:es:Budapest#section:comer/cafeterias:c1"", ""wv:en:Budapest/Erzsébetváros#eat:new-york-cafe"", ""osm:node/9082621846"", ""osm:node/13680999181"", ""osm:node/5387347771"", ""osm:node/692977110"", ""osm:node/1573205258""]"
qdrant,2048,warm,national-museum,57.7,23.8,81.5,"[""wp:en:7799944#s0-c1"", ""wv:en:Budapest/Erzsébetváros#see:hungarian-national-museum"", ""wv:en:Budapest/Józsefváros#see:national-museum"", ""wp:en:35457863#s2-c1"", ""wp:en:7799944#s1-c1"", ""wp:en:7799944#s2-c1"", ""wp:en:7799944#s3-c1"", ""wp:en:12058019#s0-c1"", ""wv:en:Budapest/Budavár#see:hungarian-national-gallery"", ""wp:en:7799944#s1-c2""]"
qdrant,2048,warm,zoo,72.1,24.8,96.9,"[""wv:en:Budapest/Csepel#eat:arany-pancake-shop-and-pub"", ""osm:node/4079894508"", ""osm:way/25281026"", ""osm:way/906696800"", ""wv:en:Budapest/South Buda#eat:becsiszelet-restaurant"", ""wv:en:Budapest/Angyalföld#do:oko-playground"", ""wv:en:Budapest/Kőbánya#do:pirate-cave"", ""wv:en:Budapest/Csepel#eat:nadfedeles-csarda"", ""osm:way/1054346248"", ""wv:en:Budapest/South Pest#drink:nyalifali""]"
qdrant,2048,warm,margaret-island,71.9,21.7,93.5,"[""wp:en:20947490#s0-c1"", ""wp:en:20947490#s1-c1"", ""wv:en:Budapest/Aquincum#do:obuda-island"", ""wv:en:Budapest/Belváros#see:danube-promenade"", ""wp:en:9033099#s0-c1"", ""wv:en:Budapest/Angyalföld#do:people-island"", ""osm:relation/21179013"", ""wv:en:Budapest/Kőbánya#do:people-s-park"", ""wv:en:Budapest/Budavár#do:europe-park"", ""wv:en:Budapest/South Buda#do:independent-park""]"
qdrant,2048,warm,climate-october,51.1,19.3,70.4,"[""om:climate:budapest:10"", ""om:climate:budapest:11"", ""wv:en:Budapest#section:understand/climate:c1"", ""wv:es:Budapest#section:comprender/clima:c1"", ""om:climate:budapest:09"", ""om:climate:budapest:08"", ""om:climate:budapest:04"", ""wv:en:Budapest#practical:finland"", ""wv:en:Budapest#practical:sweden"", ""osm:way/57716766""]"
qdrant,2048,warm,clima-enero-es,53.6,24.4,78.0,"[""om:climate:budapest:01"", ""om:climate:budapest:02"", ""osm:way/166167091"", ""wv:en:Budapest/North Buda#see:ruins-of-pauline-monastery"", ""wv:en:Budapest/South Buda#see:kelenfold-bus-depot"", ""osm:way/166167074"", ""om:climate:budapest:12"", ""osm:way/166167090"", ""wv:en:Budapest/South Buda#do:kopaszi-dam"", ""wv:en:Budapest/Terézváros#see:anker-palace""]"
qdrant,2048,warm,baths-buda,70.8,22.1,92.8,"[""wv:en:Budapest/North Buda#do:thermal-bath-szent-lukacs"", ""wv:en:Budapest/South Buda#do:gellert-baths"", ""wv:en:Budapest#section:do/thermal-baths:c1"", ""wv:en:Budapest/Víziváros#do:rudas-thermal-bath"", ""wv:es:Budapest#section:hacer/banos-termales:c1"", ""wv:en:Budapest#section:do/thermal-baths/modern-baths:c1"", ""wp:en:1672696#s0-c1"", ""wv:en:Budapest#section:do/thermal-baths/traditional-public-baths:c1"", ""wp:en:35313365#s0-c2"", ""wv:en:Budapest/Városliget#do:szechenyi-thermal-bath""]"
qdrant,2048,warm,baths-buda-es,53.8,24.1,77.9,"[""wv:es:Budapest#section:hacer/banos-termales:c1"", ""wv:en:Budapest/South Buda#do:gellert-baths"", ""wv:en:Budapest/North Buda#do:thermal-bath-szent-lukacs"", ""wv:es:Budapest#section:hacer/banos-termales/banos-publicos-tradicionales/banos-modernos:c1"", ""wv:en:Budapest#section:do/thermal-baths:c1"", ""wv:en:Budapest#section:do/thermal-baths/modern-baths:c1"", ""wv:en:Budapest/Víziváros#do:rudas-thermal-bath"", ""wp:en:35313365#s0-c2"", ""wp:en:1672696#s0-c1"", ""wv:es:Budapest#section:hacer/banos-termales/banos-publicos-tradicionales:c1""]"
qdrant,2048,warm,szechenyi,54.8,20.9,75.7,"[""wp:en:2613263#s1-c1"", ""wv:en:Budapest/Városliget#do:szechenyi-thermal-bath"", ""wp:en:2613263#s0-c1"", ""wv:en:Budapest/Városliget#section:do/leisure:c1"", ""wp:en:35313365#s0-c2"", ""wv:en:Budapest/Aquincum#do:csillaghegy-arpad-bath"", ""wv:en:Budapest#section:do/thermal-baths:c1"", ""wv:en:Budapest/Erzsébetváros#see:hungaria-bath"", ""wp:en:35313365#s0-c1"", ""wv:en:Budapest/Belváros#do:park-of-szechenyi-istvan-ter""]"
qdrant,2048,warm,szechenyi-plain,57.0,26.2,83.1,"[""wp:en:2613263#s2-c1"", ""wv:en:Budapest/East Pest#do:szentmihaly-swimming-pool"", ""wv:en:Budapest/Városliget#do:szechenyi-thermal-bath"", ""wv:en:Budapest/East Pest#do:erzsebetliget-swimming-pool"", ""wv:en:Budapest/Zugló#do:bvsc-swimming-pool"", ""wv:en:Budapest/Kőbánya#do:ujhegy-swimming-pool-and-bath"", ""wv:en:Budapest/East Pest#do:ujlak-swimming-pool"", ""wp:en:2613263#s1-c1"", ""wv:en:Budapest/Aquincum#do:szedruskert-training-pool"", ""wv:en:Budapest/Zugló#do:paskal-thermal-bath""]"
qdrant,2048,warm,ruin-bars,53.6,17.7,71.3,"[""osm:node/3283497736"", ""wv:en:Budapest/Erzsébetváros#section:drink:c1"", ""osm:node/3134154429"", ""wv:en:Budapest/Belváros#section:drink:c1"", ""tour:budapest:go-zeppelin-jewish-quarter"", ""wv:en:Budapest/South Buda#drink:avar-pub"", ""osm:node/9084818345"", ""osm:node/2188749318"", ""wv:en:Budapest/East Pest#drink:kispipa-pub"", ""wv:en:Budapest/Aquincum#drink:miamor-romaim""]"
qdrant,2048,warm,parliament,54.6,28.9,83.6,"[""wv:en:Budapest/Belváros#see:parliament"", ""wv:en:Budapest/Belváros#section:see/the-parliament:c1"", ""wv:en:Budapest/Józsefváros#see:former-house-of-parliament"", ""wv:en:Budapest/Belváros#see:ethnographic-museum"", ""wv:es:Budapest#section:ver:c1"", ""wv:en:Budapest/Hegyvidék#do:budapest-congress-center"", ""wv:en:Budapest#section:see:c3"", ""wv:en:Budapest/Józsefváros#see:national-museum"", ""wp:en:1438363#s0-c1"", ""wv:en:Budapest#section:see:c5""]"
qdrant,2048,warm,free-walking-tour,55.0,21.8,76.8,"[""tour:budapest:by-locals-pest-english"", ""tour:budapest:go-zeppelin-best-of-budapest"", ""tour:budapest:trip-to-budapest-pest"", ""tour:budapest:luna-pest-downtown"", ""tour:budapest:trip-to-budapest-art-nouveau"", ""tour:budapest:go-zeppelin-buda-castle"", ""tour:budapest:by-locals-pest-spanish"", ""wv:en:Budapest#section:do:c1"", ""tour:budapest:trip-to-budapest-buda-castle"", ""tour:budapest:trip-to-budapest-jewish-district""]"
qdrant,2048,warm,free-tour-es,76.5,24.9,101.3,"[""tour:budapest:by-locals-pest-spanish"", ""tour:budapest:trip-to-budapest-pest"", ""tour:budapest:by-locals-pest-english"", ""tour:budapest:go-zeppelin-best-of-budapest"", ""tour:budapest:luna-pest-downtown"", ""tour:budapest:trip-to-budapest-buda-castle"", ""wv:en:Budapest#section:do:c1"", ""tour:budapest:trip-to-budapest-art-nouveau"", ""tour:budapest:trip-to-budapest-jewish-district"", ""tour:budapest:go-zeppelin-buda-castle""]"
qdrant,2048,warm,jewish-quarter-tour,73.3,21.8,95.0,"[""tour:budapest:go-zeppelin-jewish-quarter"", ""tour:budapest:trip-to-budapest-jewish-district"", ""wv:en:Budapest/Erzsébetváros#section:understand/jewish-quarter:c1"", ""wp:en:7706391#s9-c1"", ""wp:en:35457863#s0-c1"", ""wv:en:Budapest/Budavár#see:medieval-jewish-prayer-house"", ""wp:en:7706391#s7-c1"", ""tour:budapest:trip-to-budapest-communism"", ""wp:en:39684758#s0-c1"", ""tour:budapest:go-zeppelin-buda-castle""]"
qdrant,2048,warm,danube-cruise,80.7,21.2,101.8,"[""wv:en:Budapest/Belváros#do:cruising-and-eating"", ""wv:en:Budapest/South Buda#section:drink/clubs-bars:c1"", ""wv:en:Budapest/Belváros#do:boat-trip-to-margaret-island"", ""wv:en:Budapest/Belváros#see:danube-promenade"", ""wp:en:9033099#s0-c1"", ""wv:en:Budapest/Belváros#see:kossuth-museumship"", ""wv:en:Budapest#section:eat/restaurants:c2"", ""wv:en:Budapest#do:hungaria-koncert"", ""wv:en:Budapest/Belváros#drink:wine-tasting-on-boat"", ""wv:en:Budapest#do:firework-above-danube-river""]"
qdrant,2048,warm,cave-tour,51.0,21.7,72.7,"[""wv:en:Budapest/North Buda#do:szemlo-hill-cave"", ""wv:en:Budapest/North Buda#do:palvolgy-cave"", ""osm:node/3302791818"", ""wv:en:Budapest/North Buda#do:molnar-janos-cave"", ""wv:en:Budapest/North Buda#do:matyas-hegyi-cave"", ""wv:en:Budapest/Hegyvidék#do:buda-protected-landscape-area"", ""tour:budapest:trip-to-budapest-buda-castle"", ""wv:en:Budapest/Óbuda#see:tabor-hegyi-cave"", ""wp:en:2994351#s72-c1"", ""wv:en:Budapest#section:do/caving:c1""]"
qdrant,2048,warm,bike-tour,52.4,22.1,74.6,"[""tour:budapest:by-locals-pest-english"", ""tour:budapest:go-zeppelin-best-of-budapest"", ""tour:budapest:luna-pest-downtown"", ""tour:budapest:trip-to-budapest-pest"", ""tour:budapest:by-locals-pest-spanish"", ""tour:budapest:go-zeppelin-buda-castle"", ""tour:budapest:trip-to-budapest-jewish-district"", ""tour:budapest:trip-to-budapest-buda-castle"", ""wv:en:Budapest#section:do:c1"", ""wv:en:Budapest#transport:yellow-zebra-bike""]"
qdrant,2048,warm,fishermans-bastion,54.4,26.8,81.2,"[""wp:en:3733065#s7-c1"", ""wp:en:3733065#s6-c1"", ""wp:en:3733065#s4-c1"", ""wp:en:3733065#s3-c2"", ""wv:en:Budapest/Budavár#see:fisherman-s-bastion"", ""wp:en:3733065#s3-c1"", ""wp:en:3733065#s1-c1"", ""wp:en:3733065#s9-c1"", ""wp:en:3733065#s0-c1"", ""wp:en:3733065#s14-c1""]"
qdrant,2048,warm,market-hall,73.7,21.7,95.4,"[""wv:en:Budapest/Ferencváros#do:great-market-hall"", ""wp:en:6155085#s1-c2"", ""wp:en:6155085#s0-c1"", ""wp:en:6155085#s1-c1"", ""wv:en:Budapest/Belváros#do:market-hall"", ""wv:en:Budapest/Ferencváros#see:grand-market-area"", ""wv:en:Budapest/Angyalföld#do:lehel-market-hall"", ""wv:en:Budapest/Józsefváros#do:rakoczi-square-market-hall"", ""wp:en:63518001#s0-c1"", ""wv:en:Budapest/Víziváros#do:batthyany-square-market-hall""]"
qdrant,2048,warm,opera,54.8,25.3,80.0,"[""wv:en:Budapest/Terézváros#do:state-opera-or-hungarian-state-opera-house"", ""wv:en:Budapest/Terézváros#see:state-opera-house"", ""wp:en:1438363#s0-c1"", ""wp:en:1438363#s2-c1"", ""wp:en:1438363#s3-c1"", ""wp:en:1438363#s1-c1"", ""wp:en:1438363#s4-c1"", ""wv:en:Budapest/Terézváros#do:budapest-operetta-theatre"", ""wv:en:Budapest/Angyalföld#do:open-air-theatre"", ""wv:en:Budapest/South Pest#do:sari-fedak-theatre""]"
qdrant,2048,warm,memento-park,51.7,18.2,70.0,"[""wv:en:Budapest/South Buda#see:memento-park"", ""tour:budapest:trip-to-budapest-communism"", ""wv:en:Budapest/Aquincum#see:graphisoft-park"", ""wv:en:Budapest/Kőbánya#do:tchaikovsky-park"", ""osm:way/83186847"", ""wp:en:8362709#s1-c1"", ""osm:way/469218807"", ""wv:en:Budapest/Belváros#do:park-of-szechenyi-istvan-ter"", ""osm:way/365216106"", ""wv:en:Budapest/North Buda#see:millenaris-park""]"
qdrant,2048,warm,hospital-rock,82.5,24.1,106.6,"[""wp:en:75078576#s0-c1"", ""wp:en:44810974#s0-c1"", ""wv:en:Budapest/Budavár#see:hospital-in-the-rock-nuclear-bunker-museum"", ""wv:en:Budapest/Belváros#see:f4-object"", ""wp:en:44810974#s6-c1"", ""wv:en:Budapest/South Buda#see:cave-house-museum"", ""wv:en:Budapest/Kőbánya#see:central-museum-of-disaster-management"", ""wp:en:44810974#s3-c1"", ""wp:en:75078576#s1-c1"", ""wp:en:2994351#s21-c1""]"
qdrant,2048,warm,shoes-memorial,50.8,21.1,71.9,"[""wp:en:9052076#s0-c1"", ""wp:en:9052076#s1-c1"", ""wv:en:Budapest/Belváros#see:shoes-on-the-danube-memorial"", ""wp:en:9052076#s3-c1"", ""wp:en:7706391#s10-c1"", ""wp:en:9052076#s4-c1"", ""wv:en:Budapest/Ferencváros#see:holocaust-memorial-center"", ""wp:en:39684758#s0-c1"", ""osm:node/13390812109"", ""osm:node/12296868961""]"
qdrant,2048,warm,heroes-square,54.9,22.1,77.0,"[""osm:relation/7108327"", ""osm:relation/6411893"", ""wp:en:2254072#s0-c1"", ""wv:en:Budapest#section:see:c4"", ""wv:en:Budapest/Terézváros#section:understand:c1"", ""wv:en:Budapest/Budavár#see:homeland-defence-headquarter"", ""wv:en:Budapest/Víziváros#section:see/vizivaros/around-adam-clark-square-clark-adam-ter:c1"", ""wv:en:Budapest/Budavár#see:castle-chapel"", ""wv:en:Budapest/Víziváros#see:castle-garden-kiosk-ybl-buda-creative-house"", ""wv:en:Budapest#section:see:c2""]"
qdrant,2048,warm,aquincum,73.8,22.3,96.1,"[""wv:en:Budapest/Óbuda#see:thermae-maiores"", ""wv:en:Budapest/Óbuda#see:hercules-villa"", ""wv:en:Budapest/Óbuda#see:cella-trichora"", ""wv:en:Budapest/Aquincum#see:aquincum-museum-and-archaeological-park"", ""wp:en:78012312#s0-c1"", ""wv:en:Budapest/Józsefváros#see:museum-of-funeral"", ""wv:en:Budapest/Óbuda#see:porta-principalis-dextra"", ""wv:en:Budapest/Budavár#see:castle-museum"", ""wv:en:Budapest/Óbuda#see:aquincum-military-amphitheatre"", ""osm:node/3884465506""]"
qdrant,2048,warm,airport-to-centre,53.7,22.5,76.2,"[""wv:en:Budapest#section:get-in/by-plane:c2"", ""wv:es:Budapest#section:llegar/en-avion:c3"", ""wv:es:Budapest#section:llegar/en-avion:c4"", ""wv:en:Budapest#section:get-in/by-plane:c1"", ""wv:en:Budapest#section:get-around/public-transport:c2"", ""wv:en:Budapest/Hegyvidék#section:get-in/other-transport-modes:c1"", ""wv:es:Budapest#section:llegar/en-avion:c1"", ""wv:es:Budapest#section:llegar/transporte-publico:c2"", ""wp:en:56138927#s17-c1"", ""wv:en:Budapest/Hegyvidék#section:get-in:c1""]"
qdrant,2048,warm,airport-es,79.7,27.7,107.4,"[""wv:es:Budapest#section:llegar/en-avion:c3"", ""wv:es:Budapest#section:llegar/en-avion:c4"", ""wv:es:Budapest#section:llegar/en-avion:c1"", ""wv:en:Budapest#section:get-in/by-plane:c2"", ""wv:es:Budapest#section:llegar/transporte-publico:c2"", ""wv:es:Budapest#section:llegar/en-bus:c1"", ""wv:en:Budapest#section:get-around/public-transport:c2"", ""wv:es:Budapest#section:llegar/transporte-publico/otro:c1"", ""wv:en:Budapest#section:get-in/by-plane:c1"", ""wv:es:Budapest#section:llegar/en-avion:c2""]"
